state,county,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment Count,Race: White,Race: African American,Race: Hispanic or Latino,"US Citizen, born in US","US Citizen, by naturalization"
 Texas,Schleicher County,3061,35,55677,25128,452,142,1871,13,1603,2679,166
 Texas,Scurry County,17239,36.1,55889,24508,2149,292,15043,837,6917,16045,425
 Texas,Shackelford County,3311,43,45187,23855,486,133,3181,6,385,3208,50
 Texas,Shelby County,25478,37.2,40764,20969,5860,738,19850,4671,4605,22941,310
 Texas,Sherman County,3058,40.4,56576,26335,460,14,2690,11,1302,2518,136
 Texas,Smith County,225015,36.6,53511,27141,36119,6524,172884,39321,43377,204326,7050
 Texas,Somervell County,8743,40.9,53162,26523,2097,72,7946,54,1648,8394,189
 Texas,Starr County,63894,28.7,29294,14122,22336,3652,60751,37,63299,43323,5688
 Texas,Stephens County,9372,38.6,45336,24405,2003,268,8531,222,2199,8843,143
 Texas,Sterling County,1141,44.9,59286,28997,39,9,1037,3,516,1068,19
 Texas,Stonewall County,1385,52,48000,28746,175,14,1253,48,256,1377,2
 Texas,Sutton County,3865,38.4,60543,29360,320,116,2501,21,2385,3271,222
 Texas,Swisher County,7484,35.7,38418,19258,1507,186,6138,415,3254,6724,219
 Texas,Tarrant County,2019977,34.3,64874,32092,258272,52546,1372149,327437,576242,1663674,125950
 Texas,Taylor County,136348,32.3,50818,26469,20272,2850,103990,10658,32869,125785,3695
 Texas,Terrell County,862,51.9,33750,23852,129,36,560,23,548,757,0
 Texas,Terry County,12615,34.7,44975,20127,1807,527,11230,640,6859,11231,455
 Texas,Throckmorton County,1567,46.6,44196,28895,228,40,1527,16,235,1548,6
 Texas,Titus County,32730,33.8,46698,20633,6162,917,22719,2995,14015,25715,1636
 Texas,Tom Green County,117466,33.9,51675,28444,15104,2246,101066,5011,46319,107913,4053
 Texas,Travis County,1203166,33.9,71767,41049,154741,27885,884639,100148,407676,968002,74040
 Texas,Trinity County,14569,48.7,40407,22265,2328,451,12608,1318,1420,13853,206
 Texas,Tyler County,21496,42.7,43936,20439,2798,729,18060,2450,1621,20894,109
 Texas,Upshur County,40769,40.9,50906,24458,5328,1357,35051,3406,3423,39079,372
 Texas,Upton County,3634,37.2,52257,26183,685,27,1735,246,1837,3234,117
 Texas,Uvalde County,27009,33.9,41752,19092,4517,677,24114,133,19247,23031,1405
 Texas,Val Verde County,49027,31.7,45521,20881,9408,1142,45335,760,40086,36881,4634
 Texas,Van Zandt County,54368,42.9,51935,26151,7688,1186,50558,1423,5741,51666,974
 Texas,Victoria County,91970,35.7,55631,28576,13737,2456,80532,5505,42733,85033,2211
 Texas,Walker County,71539,35.4,41855,17789,12881,886,52337,16475,12787,64754,1727
 Texas,Waller County,49987,29,57654,24495,7697,1485,30385,12280,14903,42214,1863
 Texas,Ward County,11586,33.2,64630,26570,1494,328,9903,569,6131,10499,438
 Texas,Washington County,34796,41.6,56237,29604,4523,955,26986,5806,5483,31864,859
 Texas,Webb County,272053,28.6,42293,17326,80742,5864,259619,1168,259797,196544,20344
 Texas,Wharton County,41551,37.2,49619,26281,7182,1041,33749,5971,16983,37059,993
 Texas,Wheeler County,5482,39,49352,26844,972,114,4820,160,1448,5006,66
 Texas,Wichita County,131818,34.3,46575,23921,21399,3104,103021,13618,24818,120361,3418
 Texas,Wilbarger County,12906,37.8,48773,24078,2199,260,10055,1257,3739,12162,233
 Texas,Willacy County,21754,33.6,29944,14207,6657,1276,20888,146,19170,17952,1502
 Texas,Williamson County,527057,36.1,83679,35825,35189,12732,422753,33244,128133,452972,29434
 Texas,Wilson County,48198,40.2,72445,30935,4966,1387,44891,708,18995,45280,1145
 Texas,Winkler County,7802,32.5,59167,24217,1272,148,6884,357,4689,6629,306
 Texas,Wise County,64639,38.4,61709,28781,7923,1556,60340,827,12300,59362,1494
 Texas,Wood County,43815,48.2,48534,27841,6019,1051,39245,2378,4313,41817,543
 Texas,Yoakum County,8571,31.2,68814,26519,773,242,8207,37,5643,6431,432
 Texas,Young County,18114,41.4,47194,25855,2148,255,17197,354,3332,16908,239
 Texas,Zapata County,14369,29.6,31113,17228,5609,621,13418,19,13542,10339,826
 Texas,Zavala County,12131,32.9,30988,13350,4150,421,11359,60,11372,10800,514
 Utah,Beaver County,6443,33.4,54212,22558,524,119,6181,0,729,6037,108
 Utah,Box Elder County,53001,32.5,59937,23998,4879,1010,49365,303,4912,50862,883
 Utah,Cache County,122336,25.1,56840,22666,18119,1724,110323,961,13033,112937,2917
 Utah,Carbon County,20356,37.2,50278,23473,3156,519,18784,133,2702,19639,234
 Utah,Daggett County,612,46.1,81250,27698,23,3,585,1,20,591,9
 Utah,Davis County,340621,30.8,79690,29703,18764,5331,306564,4530,32175,320346,8428
 Utah,Duchesne County,20219,31,63919,23945,2630,573,18129,91,1661,19473,264
 Utah,Emery County,10248,35.4,52055,22505,1298,176,9987,17,642,9955,79
 Utah,Garfield County,5017,41.2,52337,24055,857,90,4700,12,297,4819,32
 Utah,Grand County,9616,40.7,48673,24593,795,294,8933,51,1000,8661,183
 Utah,Iron County,49691,29.1,46809,20861,9645,1145,45242,264,4265,46940,793
 Utah,Juab County,10948,30.4,62237,22498,1229,157,10264,18,514,10706,37
 Utah,Kane County,7350,41.7,48269,25746,924,98,6847,29,342,7086,182
 Utah,Millard County,12733,35.8,60445,25847,1436,184,11219,5,1662,11679,276
 Utah,Morgan County,11391,32.4,89274,31936,336,136,10999,77,315,11063,122
 Utah,Piute County,1904,44.7,39440,16932,320,22,1885,2,34,1895,2
 Utah,Rich County,2350,30.6,49886,21465,372,0,2282,0,256,2335,4
 Utah,Salt Lake County,1120805,32.6,71230,31648,107925,22701,887562,20539,203140,965248,54458
 Utah,San Juan County,15281,31.5,44680,18128,3951,495,7377,36,863,15099,26
 Utah,Sanpete County,29366,31.9,51720,17980,4349,875,25880,276,2829,27952,452
 Utah,Sevier County,21118,35.2,53020,22349,2779,517,19932,149,1076,20682,166
 Utah,Summit County,40511,39,100453,53950,2624,413,38064,304,4662,36197,1307
 Utah,Tooele County,65185,31.3,71020,25076,4316,1967,58452,344,7933,62235,984
 Utah,Uintah County,36323,30.3,66736,25610,4279,1117,31960,201,3066,35170,386
 Utah,Utah County,590440,24.6,70408,24528,64510,10759,542398,3585,68285,541782,15475
 Utah,Wasatch County,30523,33.4,77449,32805,2167,168,28962,95,4082,27801,847
 Utah,Washington County,160537,36.4,56877,26601,19719,2973,145948,1130,16435,150592,3657
 Utah,Wayne County,2694,41,44694,22920,225,14,2585,9,159,2567,49
 Utah,Weber County,247731,32.5,64636,26492,27753,5378,220647,2700,45034,227506,6758
 Virginia,Accomack County,32742,45.9,43210,24355,6438,605,22372,9574,2934,30333,454
 Virginia,Albemarle County,106355,38.8,75394,42085,9675,1536,86739,10375,6168,93401,5059
 Virginia,Alexandria city,156505,36.5,96733,59239,16432,3244,97091,34246,26247,108180,17668
 Virginia,Alleghany County,15286,47.4,47794,26918,3023,358,14065,823,218,15111,70
 Virginia,Amelia County,12854,46,58526,29114,1707,178,9738,2737,383,12656,61
 Virginia,Amherst County,31882,44.3,49170,24343,4330,942,24604,5670,774,31054,297
 Virginia,Appomattox County,15577,42.9,56176,26890,2096,275,12125,3088,228,15332,66
 Virginia,Arlington County,231803,34.5,117374,69051,16360,4405,165609,20777,36180,170497,25416
 Virginia,Augusta County,74701,44.8,61305,29366,6532,1328,69281,3116,1970,72324,819
 Virginia,Bath County,4393,47.6,46137,29127,486,201,4137,78,165,4301,14
 Virginia,Bedford County,77908,46.2,61541,31796,7046,1553,69767,5300,1646,74953,1090
 Virginia,Bland County,6447,46.1,50511,24275,481,196,6244,119,48,6412,0
 Virginia,Botetourt County,33222,47,68410,33983,2629,649,31087,994,547,32046,608
 Virginia,Bristol city,16843,42.2,37904,22900,3740,450,14804,1191,102,16659,70
 Virginia,Brunswick County,16665,43.2,41927,20657,3082,494,6962,9121,364,16248,53
 Virginia,Buchanan County,22138,46.5,30806,18865,5859,563,21083,641,96,21670,168
 Virginia,Buckingham County,17004,42.7,46261,19734,2542,492,10415,5816,408,16635,177
 Virginia,Buena Vista city,6399,37.5,34273,19744,1182,74,5678,381,62,6354,20
 Virginia,Campbell County,55170,42.8,50258,27842,6414,1026,45008,7904,1298,53463,506
 Virginia,Caroline County,30184,40,64715,31536,2307,786,19874,8428,1381,28833,446
 Virginia,Carroll County,29738,47.4,43532,24868,4429,469,28960,150,996,28970,238
 Virginia,Charles City County,6995,50.3,59192,37059,910,173,3016,3279,129,6824,42
 Virginia,Charlotte County,12095,45.8,39212,20585,2859,307,8323,3506,243,11895,64
 Virginia,Charlottesville city,47042,31.3,58933,35026,10915,1045,33128,8820,2531,40260,2145
 Virginia,Chesapeake city,237820,36.7,75790,33844,20768,5922,145954,71092,14120,218698,8500
 Virginia,Chesterfield County,339447,38.8,80214,36641,23815,9002,231715,77546,28910,305460,14635
 Virginia,Clarke County,14365,46.6,77936,39946,1410,281,12902,687,748,13694,273
 Virginia,Colonial Heights city,17593,40.3,53716,27579,2341,767,13483,2578,1011,15888,878
 Virginia,Covington city,5582,42.8,39432,24955,831,126,4609,739,144,5338,144
 Virginia,Craig County,5113,48.3,55484,28686,435,32,5092,8,2,5082,13
 Virginia,Culpeper County,50450,38.8,73116,30812,3986,1364,38439,6983,5180,45184,1977
 Virginia,Cumberland County,9786,45.5,46221,25177,1880,349,6207,3149,27,9575,105
 Virginia,Danville city,41512,41.1,36301,22200,8717,1690,18794,20444,1711,39998,567
 Virginia,Dickenson County,14960,44.3,29226,22924,3512,265,14721,99,133,14878,20
 Virginia,Dinwiddie County,28308,43.2,55880,27106,3542,1025,18269,9061,956,27087,365
 Virginia,Emporia city,5381,38.4,30857,18694,1499,589,1384,3749,296,5142,90
 Virginia,Essex County,11036,46,52681,26603,1500,280,6129,4281,390,10776,115
 Virginia,Fairfax city,23865,38.1,111574,47047,2018,535,16461,1099,4039,16536,3308
 Virginia,Fairfax County,1143529,37.9,121133,54725,69895,26682,708761,111026,185551,756037,195683
 Virginia,Falls Church city,14067,38.8,124796,69775,377,311,11276,670,1501,10949,1579
 Virginia,Fauquier County,69115,41.4,97469,44724,4177,1252,60069,5054,5498,63550,2269
 Virginia,Floyd County,15666,47,49729,26134,1780,177,14996,301,464,15128,246
 Virginia,Fluvanna County,26282,43.3,74931,39900,1221,672,21206,3536,880,24971,457
 Virginia,Franklin city,8211,38.9,40375,25229,1315,599,3049,4833,90,8100,47
 Virginia,Franklin County,56233,46.6,52639,28866,8940,1329,49967,4398,1548,54781,444
 Virginia,Frederick County,85153,40.6,73250,33961,5225,1639,77488,3464,7003,78323,2097
 Virginia,Fredericksburg city,28469,30.3,63274,34722,3672,869,17834,6307,3062,25114,1015
 Virginia,Galax city,6638,45.1,31938,21722,1625,192,5819,611,1099,5919,110
 Virginia,Giles County,16814,44.5,52478,26459,1872,358,16250,363,285,16529,130
 Virginia,Gloucester County,37161,44.7,66701,33295,3125,521,32660,3071,1287,35434,554
 Virginia,Goochland County,22482,48.3,89741,47806,1136,358,17970,3605,611,21327,601
 Virginia,Grayson County,15811,47.7,33969,20930,3085,447,14618,732,514,15430,116
 Virginia,Greene County,19410,40.1,64979,32565,1151,522,16882,1125,1141,18333,302
 Virginia,Greensville County,11659,39.8,44534,17500,1407,279,4417,6965,267,11358,72
 Virginia,Halifax County,34779,46.1,42289,22716,5145,652,21061,12148,703,33925,240
 Virginia,Hampton city,135583,36.1,54550,28384,20609,4836,56166,68038,7599,125515,3762
 Virginia,Hanover County,104449,42.9,88652,39604,5725,1694,90409,9546,3058,99588,2535
 Virginia,Harrisonburg city,53391,25.1,43893,21793,12953,1210,43279,3958,10324,42794,2867
 Virginia,Henrico County,325642,38.5,68572,37999,32209,9529,185772,96112,17959,279541,20086
 Virginia,Henry County,51588,47.2,36683,21501,10347,1826,37119,11480,2740,49825,508
 Virginia,Highland County,2214,59.3,46147,30967,268,5,2203,0,0,2190,8
 Virginia,Hopewell city,22408,36.5,40497,22038,4639,850,11418,9469,1705,21018,364
 Virginia,Isle of Wight County,36372,44.4,71376,35344,3604,1493,26334,7955,1075,34714,506
 Virginia,James City County,74153,46.4,83048,43815,5695,1408,59610,9759,4138,67585,2794
 Virginia,King and Queen County,7052,45.7,54516,27306,1165,194,4826,1800,223,6772,49
 Virginia,King George County,25890,37.3,87321,37316,1452,536,20125,4231,1282,24551,370
 Virginia,King William County,16497,41.4,68720,32809,1655,253,12764,2756,257,15985,263
 Virginia,Lancaster County,10804,56.7,50739,37196,983,154,7366,3320,47,10394,170
 Virginia,Lee County,24134,44.4,32718,18750,5414,861,22551,1033,455,23730,103
 Virginia,Lexington city,7110,21.7,36466,17762,826,99,6166,456,362,6634,187
 Virginia,Loudoun County,385143,36,136268,53408,14223,7516,254787,28735,52119,281814,53179
 Virginia,Louisa County,35380,44.7,59343,31284,4325,1102,27851,5237,986,33936,615
 Virginia,Lunenburg County,12278,45.5,41868,18677,2022,205,7652,3783,549,11492,375
 Virginia,Lynchburg city,80131,28.2,43374,22972,15182,2380,52076,22850,3194,74441,1570
 Virginia,Madison County,13139,44.8,54197,30351,1070,351,11268,910,352,12777,167
 Virginia,Manassas city,41457,33.7,78462,31638,3551,1343,27484,5758,14863,29773,4233
 Virginia,Manassas Park city,16423,35.3,80667,31420,1583,581,10450,2500,6359,10314,2573
 Virginia,Martinsville city,13101,40.8,33224,22669,3201,451,6398,6203,703,12568,120
 Virginia,Mathews County,8796,52.9,67009,39119,942,106,7592,906,79,8676,90
 Virginia,Mecklenburg County,30847,48.4,42025,23943,5633,556,19161,10992,888,30247,226
 Virginia,Middlesex County,10700,53.4,51917,29707,874,200,8321,1653,79,10379,152
 Virginia,Montgomery County,97997,28.5,54641,28920,21533,2255,84168,4462,3110,88715,2433
 Virginia,Nelson County,14812,50.1,62446,36002,1812,286,12479,1909,607,14150,125
 Virginia,New Kent County,21103,43.7,79698,36458,992,497,17201,2396,665,20273,384
 Virginia,Newport News city,180145,33.3,51884,26993,26457,5905,87026,73725,15798,162180,6628
 Virginia,Norfolk city,245592,30.5,49146,28508,43383,9358,115443,102117,19359,222602,9364
 Virginia,Northampton County,11957,48.5,43553,26467,2216,156,7435,4022,1037,11285,282
 Virginia,Northumberland County,12223,57.3,58677,34006,1700,327,8594,3363,91,11931,70
 Virginia,Norton city,3990,37.3,28071,20917,1155,247,3597,185,43,3842,87
 Virginia,Nottoway County,15500,41.7,42869,23109,2814,216,8807,6314,657,14694,336
 Virginia,Orange County,35612,42.1,68481,31362,2984,1028,29176,4441,1695,33493,763
 Virginia,Page County,23749,45.1,47951,25021,4303,745,22676,364,464,23197,212
 Virginia,Patrick County,17859,49.6,40486,23016,3264,439,16475,1024,527,17436,178
 Virginia,Petersburg city,31827,38.7,36135,22356,8037,1701,5519,24574,1522,30175,404
 Virginia,Pittsylvania County,61676,46.7,45382,24443,9457,1805,46210,12391,1591,60113,433
 Virginia,Poquoson city,12039,43.2,96831,40277,536,318,11355,141,311,11367,341
 Virginia,Portsmouth city,95311,35.2,50224,25179,15707,4212,38276,50188,4106,90913,1467
 Virginia,Powhatan County,28574,45.1,83914,35641,1383,333,24720,3106,608,27750,318
 Virginia,Prince Edward County,22956,30.8,46189,21216,3577,581,14663,7351,880,21724,149
 Virginia,Prince George County,37894,37,67001,28873,3142,1201,22185,12204,2979,35074,936
 Virginia,Prince William County,456749,34.9,103445,39262,30520,11567,263741,94758,105050,334276,57570
 Virginia,Pulaski County,34234,46.3,52638,26609,4446,1003,31514,1575,584,33434,329
 Virginia,Radford city,17630,22.9,36743,20760,5230,493,14903,1723,512,17036,325
 Virginia,Rappahannock County,7332,50.1,68438,37733,650,142,6617,354,263,6959,78
 Virginia,Richmond city,223787,33.8,45117,31635,52298,9331,101498,106914,14950,205848,5113
 Virginia,Richmond County,8878,45.8,49831,22105,1023,68,5745,2452,603,8454,182
 Virginia,Roanoke city,99621,38.7,43028,26119,20046,3487,62282,28607,6104,90989,1809
 Virginia,Roanoke County,93583,43.6,65467,34901,6754,1735,82547,5350,2731,87856,2847
 Virginia,Rockbridge County,22509,48.7,54805,31594,3075,635,21069,735,407,21698,399
 Virginia,Rockingham County,79444,41.6,59817,30138,7401,1497,74456,2018,5383,73980,1939
 Virginia,Russell County,27408,45.4,39482,21754,5276,697,26676,358,190,27178,123
 Virginia,Salem city,25519,41.3,57185,31274,2095,669,22268,1792,827,24696,283
 Virginia,Scott County,22009,46.9,39144,21157,3923,491,21566,162,293,21688,126
 Virginia,Shenandoah County,43045,44.4,54921,28064,4620,1041,40424,841,3019,40571,809
 Virginia,Smyth County,31059,44.9,40425,22297,5818,775,29708,742,628,30498,98
 Virginia,Southampton County,17939,46.1,54611,25643,1665,350,11135,5937,277,17717,46
 Virginia,Spotsylvania County,131412,38.1,85330,35794,10447,3646,95095,21165,12308,118936,5364
 Virginia,Stafford County,144012,35.3,106773,40850,6306,2957,97930,24870,17782,126710,7974
 Virginia,Staunton city,24452,42.5,48049,28836,3165,395,20387,2853,729,23192,345
 Virginia,Suffolk city,89160,38.2,70664,32894,9520,2785,46065,37132,3764,84137,1951
 Virginia,Surry County,6600,49.6,54844,28688,839,230,3487,2983,50,6496,29
 Virginia,Sussex County,11486,39.8,45801,18363,1382,320,4537,6488,333,11160,108
 Virginia,Tazewell County,42080,44.9,40978,23366,6550,1279,39841,1367,409,41490,118
 Virginia,Virginia Beach city,450135,35.9,74186,36268,33485,11221,300103,85730,36043,395947,26027
 Virginia,Warren County,39449,40.7,68189,31007,4004,1237,35447,1492,1716,37481,726
 Virginia,Washington County,54406,45.9,46262,26085,7862,1505,52316,778,817,53404,464
 Virginia,Waynesboro city,21926,39.4,45738,25421,3766,483,17833,3100,1674,20726,315
 Virginia,Westmoreland County,17638,47.9,54268,32637,2117,631,11902,4621,1110,16760,196
 Virginia,Williamsburg city,14788,24.6,56163,29203,2356,488,11022,2077,1044,13374,362
 Virginia,Winchester city,27789,37.3,53797,29727,4004,535,22353,2787,4842,23871,994
 Virginia,Wise County,39025,40.7,38345,21828,7890,1327,35998,2227,481,38409,248
 Virginia,Wythe County,28940,44.9,48043,26513,4468,924,27439,928,347,28690,92
 Virginia,York County,67587,39.5,90367,39071,3101,1942,51011,8794,4173,59767,3086
 Washington,Adams County,19452,28.3,49142,19152,4830,530,13481,150,12246,14338,1167
 Washington,Asotin County,22337,45,50423,27896,2858,711,20732,98,853,21487,302
 Washington,Benton County,194168,35.7,65650,31580,24592,4767,158279,3143,41336,172070,7802
 Washington,Chelan County,75757,40.2,56135,29204,8695,1926,64606,360,21074,66217,3262
 Washington,Clallam County,74487,50.5,49913,29663,11635,2385,65566,832,4640,69525,2284
 Washington,Clark County,465384,38.2,71636,34163,42895,12639,393116,7845,43347,411214,27185
 Washington,Columbia County,4001,49.4,51111,31206,456,83,3650,30,306,3696,187
 Washington,Cowlitz County,105112,41.5,51752,27264,16610,3701,93938,844,9248,99947,2135
 Washington,Douglas County,41371,37.1,60452,28579,5459,787,28998,160,12948,34557,2016
 Washington,Ferry County,7576,49.6,41924,23640,1406,221,5755,11,347,7371,30
 Washington,Franklin County,90660,30,62002,23373,13867,2345,63977,2151,47907,69266,5353
 Washington,Garfield County,2224,45.5,52525,25539,255,74,2040,0,47,2148,8
 Washington,Grant County,94860,32.7,54982,23633,13543,2442,66805,654,39171,76008,4064
 Washington,Grays Harbor County,71967,43.7,47770,25374,10980,2500,63343,733,7092,67496,1676
 Washington,Island County,81636,44.2,64809,35364,6810,2099,69186,2592,6112,73766,3741
 Washington,Jefferson County,30856,57.9,54471,34187,4002,782,28181,250,1102,28716,1032
 Washington,King County,2163257,37.1,89418,49298,203702,55432,1404974,136054,206735,1635496,232199
 Washington,Kitsap County,262475,39,71610,35826,24772,6227,213159,6530,19782,239174,10969
 Washington,Kittitas County,44825,33.1,55193,27948,8026,1364,39721,432,3922,41888,1037
 Washington,Klickitat County,21396,46.6,54056,26128,3185,548,19614,47,2581,19587,454
 Washington,Lewis County,76947,43.1,50216,25813,10901,2722,69747,452,7692,72321,1177
 Washington,Lincoln County,10435,48.4,50744,27730,1325,189,9799,76,341,10217,81
 Washington,Mason County,62627,45.6,55726,27253,9201,1947,52310,1068,6061,58033,1107
